,track_name,track_id,track_popularity,artist_name,track_image_link,release_date
115,Cerezo Rosa,Q2VyZXpvIFJvc2FfUMOpcmV6IFByYWRv,23,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
116,Powder Your Face With Sunshine (Smile! Smile! Smile!),UG93ZGVyIFlvdXIgRmFjZSBXaXRoIFN1bnNoaW5lIChTbWlsZSEgU21pbGUhIFNtaWxlISlfRGVhbiBNYXJ0aW7smbggMeuqhQ==,22,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
117,Wedding Bells,V2VkZGluZyBCZWxsc19IYW5rIFdpbGxpYW1z7Jm4IDHrqoU=,21,Hank Williams,https://i.scdn.co/image/ab67616d0000b273cf2da0cdda3bedfaf3a6fa38,1951-11-09
118,Mambo Jambo,TWFtYm8gSmFtYm9fUMOpcmV6IFByYWRv,26,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
119,Más allá del Sol,TcOhcyBhbGzDoSBkZWwgU29sX01pbmlzdGVyaW8gSmFiZXM=,31,Ministerio Jabes,https://i.scdn.co/image/ab67616d0000b2731414b6a0f673daaca6df5554,1950-01-01
120,El Ladrón,RWwgTGFkcsOzbl9MYSBTb25vcmEgU2FudGFuZXJh,31,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
121,Old Devil Moon,T2xkIERldmlsIE1vb25fQWhtYWQgSmFtYWw=,23,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273176d16659efad0c1d1598aac,1951-01-01
122,El Ruletero,RWwgUnVsZXRlcm9fUMOpcmV6IFByYWRv,31,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
123,East Of The Sun (And West Of The Moon),RWFzdCBPZiBUaGUgU3VuIChBbmQgV2VzdCBPZiBUaGUgTW9vbilfR2VvcmdlIFNoZWFyaW5n,22,George Shearing,https://i.scdn.co/image/ab67616d0000b273d8b42dbb82ce213f4bff0738,1950-01-01
124,April In Paris - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,QXByaWwgSW4gUGFyaXMgLSBSdWR5IFZhbiBHZWxkZXIgMjQtQml0IE1hc3RlcmluZyAvIDE5OTggRGlnaXRhbCBSZW1hc3Rlcl9UaGVsb25pb3VzIE1vbms=,23,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
125,A Ghost of a Chance,QSBHaG9zdCBvZiBhIENoYW5jZV9MZWUgV2lsZXk=,22,Lee Wiley,https://i.scdn.co/image/ab67616d0000b273ac074445e025554ced49bb5a,1951-04-21
126,I Love You a Thousand Ways,SSBMb3ZlIFlvdSBhIFRob3VzYW5kIFdheXNfTGVmdHkgRnJpenplbGw=,19,Lefty Frizzell,https://i.scdn.co/image/ab67616d0000b27328b206e252a4c4421721bee8,1950-01-01
127,Suburban Eyes - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,U3VidXJiYW4gRXllcyAtIFJ1ZHkgVmFuIEdlbGRlciAyNC1CaXQgTWFzdGVyaW5nIC8gMjAwMSBEaWdpdGFsIFJlbWFzdGVyX1RoZWxvbmlvdXMgTW9uaw==,23,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
128,Pink Champagne,UGluayBDaGFtcGFnbmVfSm9lIExpZ2dpbnM=,26,Joe Liggins,https://i.scdn.co/image/ab67616d0000b273e9e83c12f3160480c8572b78,1951-04-29
129,Mom and Dad's Waltz,TW9tIGFuZCBEYWQncyBXYWx0el9MZWZ0eSBGcml6emVsbA==,20,Lefty Frizzell,https://i.scdn.co/image/ab67616d0000b273b63dc75e1c598cbaebdace2d,1950-01-01
130,Monk's Mood - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,TW9uaydzIE1vb2QgLSBSdWR5IFZhbiBHZWxkZXIgMjQtQml0IE1hc3RlcmluZyAvIDIwMDEgRGlnaXRhbCBSZW1hc3Rlcl9UaGVsb25pb3VzIE1vbms=,22,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
131,Trouble's Back in Town,VHJvdWJsZSdzIEJhY2sgaW4gVG93bl9UaGUgV2lsYnVybiBCcm90aGVycw==,21,The Wilburn Brothers,https://i.scdn.co/image/ab67616d0000b27371f03c9dadd953a671d204e5,1950-06-24
132,The Ballad of Jed Clampett,VGhlIEJhbGxhZCBvZiBKZWQgQ2xhbXBldHRfRmxhdHQgJiBTY3J1Z2dz,17,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273a6d59d687a8a219d47a83de5,1951-01-01
133,"Shine, Shave, Shower (It's Saturday)",U2hpbmUsIFNoYXZlLCBTaG93ZXIgKEl0J3MgU2F0dXJkYXkpX0xlZnR5IEZyaXp6ZWxs,19,Lefty Frizzell,https://i.scdn.co/image/ab67616d0000b273b63dc75e1c598cbaebdace2d,1950-01-01
134,The Money Song,VGhlIE1vbmV5IFNvbmdfRGVhbiBNYXJ0aW7smbggMeuqhQ==,21,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
135,Black Angel Blues,QmxhY2sgQW5nZWwgQmx1ZXNfUm9iZXJ0IE5pZ2h0aGF3aw==,28,Robert Nighthawk,https://i.scdn.co/image/ab67616d0000b27341c44a9ab87575fcd3aa91fe,1951-04-15
136,The Poor People of Paris,VGhlIFBvb3IgUGVvcGxlIG9mIFBhcmlzX1RvbnkgTW90dG9sYSB5IFN1IE9ycXVlc3Rh,30,Tony Mottola y Su Orquesta,https://i.scdn.co/image/ab67616d0000b2732eb17c967cf3e36676ad988f,1950-05-26
137,(Ma Come Bali) Bella Bimba,KE1hIENvbWUgQmFsaSkgQmVsbGEgQmltYmFfRGVhbiBNYXJ0aW4=,22,Dean Martin,https://i.scdn.co/image/ab67616d0000b2731888bb79ceb16b4db9210b8f,1951-01-01
138,Blues In My Shower,Qmx1ZXMgSW4gTXkgU2hvd2VyX05hdCBLaW5nIENvbGUgVHJpbw==,22,Nat King Cole Trio,https://i.scdn.co/image/ab67616d0000b273d94ffaffc36c544a043ee287,1950-04-01
139,Libiamo Ne' Lieti Calici (Brindisi) - la Traviata Atto I,TGliaWFtbyBOZScgTGlldGkgQ2FsaWNpIChCcmluZGlzaSkgLSBsYSBUcmF2aWF0YSBBdHRvIElfUmVuYXRhIFRlYmFsZGk=,32,Renata Tebaldi,https://i.scdn.co/image/ab67616d0000b273915e4ae16ea5fbcfc7e33b0a,1950-03-03
140,Reunion in Heaven,UmV1bmlvbiBpbiBIZWF2ZW5fRmxhdHQgJiBTY3J1Z2dz,17,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273120a9f67b60d402473f93868,1951-01-01
141,Amarga Navidad,QW1hcmdhIE5hdmlkYWRfSm9zw6kgQWxmcmVkbyBKaW1lbmV6,16,José Alfredo Jimenez,https://i.scdn.co/image/ab67616d0000b2731f73dbeafd8e9ef0f29a7d50,1951-01-01
142,Poinciana,UG9pbmNpYW5hX1RoZSBGb3VyIEZyZXNobWVu,20,The Four Freshmen,https://i.scdn.co/image/ab67616d0000b273e4531fc0aea5c8c1b263ffc1,1950-01-01
143,Oooh-Dahdily-Dah,T29vaC1EYWhkaWx5LURhaF9Mb3VpcyBQcmltYeyZuCAx66qF,21,Louis Prima,https://i.scdn.co/image/ab67616d0000b273161d8b74c7d26a10ea51fd96,1951-01-01
144,Peas,UGVhc19SQUNIRSHsmbggMeuqhQ==,20,RACHE!,https://i.scdn.co/image/ab67616d0000b2735e73ea3a66a72c5ebcf86d48,1950-01-01
145,Can't Do Sixty No More,Q2FuJ3QgRG8gU2l4dHkgTm8gTW9yZV9UaGUgRG9taW5vZXPsmbggMeuqhQ==,19,The Dominoes,https://i.scdn.co/image/ab67616d0000b273d66465d8b4f0f83dce712964,1951-02-25
146,I'll Always Love You (Day After Day),SSdsbCBBbHdheXMgTG92ZSBZb3UgKERheSBBZnRlciBEYXkpX0RlYW4gTWFydGlu,22,Dean Martin,https://i.scdn.co/image/ab67616d0000b2731888bb79ceb16b4db9210b8f,1951-01-01
147,Thelonious - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,VGhlbG9uaW91cyAtIFJ1ZHkgVmFuIEdlbGRlciAyNC1CaXQgTWFzdGVyaW5nIC8gMTk5OCBEaWdpdGFsIFJlbWFzdGVyX1RoZWxvbmlvdXMgTW9uaw==,21,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
148,"Bellini: I Puritani, Act 2: ""O rendetemi la speme"" (Elvira)",QmVsbGluaTogSSBQdXJpdGFuaSwgQWN0IDI6ICJPIHJlbmRldGVtaSBsYSBzcGVtZSIgKEVsdmlyYSlfVmluY2Vuem8gQmVsbGluaeyZuCAz66qF,30,Vincenzo Bellini,https://i.scdn.co/image/ab67616d0000b2734e45bb86c5c9103a7992e8b8,1950-01-01
149,Pavanne,UGF2YW5uZV9BaG1hZCBKYW1hbA==,21,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273176d16659efad0c1d1598aac,1951-01-01
150,Mi Caprichito,TWkgQ2FwcmljaGl0b19MYSBTb25vcmEgU2FudGFuZXJh,26,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
151,Humph - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,SHVtcGggLSBSdWR5IFZhbiBHZWxkZXIgMjQtQml0IE1hc3RlcmluZyAvIDE5OTggRGlnaXRhbCBSZW1hc3Rlcl9UaGVsb25pb3VzIE1vbms=,21,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
152,Bill,QmlsbF9BdmEgR2FyZG5lcg==,17,Ava Gardner,https://i.scdn.co/image/ab67616d0000b273fc836e44eac5759ef3fc828b,1951-09-24
153,Silbando Mambo,U2lsYmFuZG8gTWFtYm9fUMOpcmV6IFByYWRv,28,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
154,The World Is Waiting for the Sunrise,VGhlIFdvcmxkIElzIFdhaXRpbmcgZm9yIHRoZSBTdW5yaXNlX1RoZSBDaG9yZGV0dGVz,21,The Chordettes,https://i.scdn.co/image/ab67616d0000b273b4c455e604471c2f7fa98ce2,1951-04-09
155,You Was,WW91IFdhc19EZWFuIE1hcnRpbuyZuCAx66qF,20,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
156,Pearl Pearl Pearl,UGVhcmwgUGVhcmwgUGVhcmxfRmxhdHQgJiBTY3J1Z2dz,16,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273a6d59d687a8a219d47a83de5,1951-01-01
157,Con un Beso,Q29uIHVuIEJlc29fTGEgU29ub3JhIFNhbnRhbmVyYQ==,15,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b27366ac8dd456ffe26126dfc4f1,1950-01-01
158,Petticoat Junction,UGV0dGljb2F0IEp1bmN0aW9uX0ZsYXR0ICYgU2NydWdncw==,15,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273a6d59d687a8a219d47a83de5,1951-01-01
159,"Chop Suey, Chow Mein",Q2hvcCBTdWV5LCBDaG93IE1laW5fTG91aXMgUHJpbWHsmbggMeuqhQ==,20,Louis Prima,https://i.scdn.co/image/ab67616d0000b273161d8b74c7d26a10ea51fd96,1951-01-01
160,Fine Brown Frame,RmluZSBCcm93biBGcmFtZV9OZWxsaWUgTHV0Y2hlcg==,28,Nellie Lutcher,https://i.scdn.co/image/ab67616d0000b273bdec20c3dfad1aadb44dd469,1950-07-31
161,It Won't Be Long,SXQgV29uJ3QgQmUgTG9uZ19GbGF0dCAmIFNjcnVnZ3M=,16,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273120a9f67b60d402473f93868,1951-01-01
162,We're All Alone,V2UncmUgQWxsIEFsb25lX1pzYSBac2EgUGFkaWxsYeyZuCAy66qF,32,Zsa Zsa Padilla,https://i.scdn.co/image/ab67616d0000b2731d7b563b9f5e0db7e8d43f21,1950-01-01
163,Roses Of Picardy,Um9zZXMgT2YgUGljYXJkeV9HZW9yZ2UgU2hlYXJpbmc=,21,George Shearing,https://i.scdn.co/image/ab67616d0000b273d8b42dbb82ce213f4bff0738,1950-01-01
164,Now You Know,Tm93IFlvdSBLbm93X1RoZSBGb3VyIEZyZXNobWVu,19,The Four Freshmen,https://i.scdn.co/image/ab67616d0000b273e4531fc0aea5c8c1b263ffc1,1950-01-01
165,Manhattan,TWFuaGF0dGFuX0xlZSBXaWxleQ==,22,Lee Wiley,https://i.scdn.co/image/ab67616d0000b273ac074445e025554ced49bb5a,1951-04-21
166,Tea for Two (with Axel Stordahl & His Orchestra),VGVhIGZvciBUd28gKHdpdGggQXhlbCBTdG9yZGFobCAmIEhpcyBPcmNoZXN0cmEpX0RvcmlzIERheeyZuCAx66qF,25,Doris Day,https://i.scdn.co/image/ab67616d0000b273879aec4f783bc205ec00c15b,1950-04-01
167,Love Is Here To Stay,TG92ZSBJcyBIZXJlIFRvIFN0YXlfR2VuZSBLZWxseQ==,18,Gene Kelly,https://i.scdn.co/image/ab67616d0000b2735ccdc37cec15786be6fc75c8,1951-11-11
168,A House Without Love,QSBIb3VzZSBXaXRob3V0IExvdmVfSGFuayBXaWxsaWFtc-yZuCAx66qF,18,Hank Williams,https://i.scdn.co/image/ab67616d0000b273cf2da0cdda3bedfaf3a6fa38,1951-11-09
169,Volare,Vm9sYXJlX1RvbnkgTW90dG9sYSB5IFN1IE9ycXVlc3Rh,28,Tony Mottola y Su Orquesta,https://i.scdn.co/image/ab67616d0000b2732eb17c967cf3e36676ad988f,1950-05-26
170,Maria Bonita,TWFyaWEgQm9uaXRhX1DDqXJleiBQcmFkbw==,27,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
171,The Man with the Banjo,VGhlIE1hbiB3aXRoIHRoZSBCYW5qb19UaGUgQW1lcyBCcm90aGVycw==,20,The Ames Brothers,https://i.scdn.co/image/ab67616d0000b2736d030545d0bb6497ed3d7f3e,1950-11-26
172,Basta,QmFzdGFfTG91aXMgUHJpbWHsmbggMeuqhQ==,19,Louis Prima,https://i.scdn.co/image/ab67616d0000b273161d8b74c7d26a10ea51fd96,1951-01-01
173,"Arrivederci, Roma",QXJyaXZlZGVyY2ksIFJvbWFfVG9ueSBNb3R0b2xhIHkgU3UgT3JxdWVzdGE=,26,Tony Mottola y Su Orquesta,https://i.scdn.co/image/ab67616d0000b2732eb17c967cf3e36676ad988f,1950-05-26
174,Make Believe,TWFrZSBCZWxpZXZlX0thdGhyeW4gR3JheXNvbuyZuCAx66qF,16,Kathryn Grayson,https://i.scdn.co/image/ab67616d0000b273fc836e44eac5759ef3fc828b,1951-09-24
175,Looking For A Boy,TG9va2luZyBGb3IgQSBCb3lfRWxsYSBGaXR6Z2VyYWxk,22,Ella Fitzgerald,https://i.scdn.co/image/ab67616d0000b273f3207aaf4dc5cad05fd14583,1950-09-11
176,Cruising Down the River,Q3J1aXNpbmcgRG93biB0aGUgUml2ZXJfVGhlIEFtZXMgQnJvdGhlcnM=,20,The Ames Brothers,https://i.scdn.co/image/ab67616d0000b2736d030545d0bb6497ed3d7f3e,1950-11-26
177,Canela Pura,Q2FuZWxhIFB1cmFfTGEgU29ub3JhIFNhbnRhbmVyYQ==,28,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
178,Sentimental Me,U2VudGltZW50YWwgTWVfVGhlIEFtZXMgQnJvdGhlcnM=,20,The Ames Brothers,https://i.scdn.co/image/ab67616d0000b2736d030545d0bb6497ed3d7f3e,1950-11-26
179,Mambo Gozón,TWFtYm8gR296w7NuX1RpdG8gUHVlbnRl,20,Tito Puente,https://i.scdn.co/image/ab67616d0000b273662043b5c7a4de494258d321,1950-06-17
180,Hechicera,SGVjaGljZXJhX1NvbmlhIExvcGV6,25,Sonia Lopez,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
181,La Conga Blicoti,TGEgQ29uZ2EgQmxpY290aV9Kb3PDqXBoaW5lIEJha2Vy,35,Joséphine Baker,https://i.scdn.co/image/ab67616d0000b273c20a63cb08d8a87791f0b978,1951-05-26
182,The Squirrel,VGhlIFNxdWlycmVsX1RhZGQgRGFtZXJvbiBTZXh0ZXQ=,15,Tadd Dameron Sextet,https://i.scdn.co/image/ab67616d0000b273c9c5b186c075ee60acf2b428,1951-01-01
183,My Baby's Just Like Money - 1950 Version,TXkgQmFieSdzIEp1c3QgTGlrZSBNb25leSAtIDE5NTAgVmVyc2lvbl9MZWZ0eSBGcml6emVsbA==,16,Lefty Frizzell,https://i.scdn.co/image/ab67616d0000b273b63dc75e1c598cbaebdace2d,1950-01-01
184,Tita,VGl0YV9MYSBTb25vcmEgU2FudGFuZXJh,30,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2738a61c81e717075df6e7b389d,1950-01-01
185,Jungle Flower,SnVuZ2xlIEZsb3dlcl9MZXMgQmF4dGVy,19,Les Baxter,https://i.scdn.co/image/ab67616d0000b27322e801ad6c2fd9e839680bcd,1951-01-01
186,I Want to Be with You Always,SSBXYW50IHRvIEJlIHdpdGggWW91IEFsd2F5c19MZWZ0eSBGcml6emVsbA==,17,Lefty Frizzell,https://i.scdn.co/image/ab67616d0000b273b63dc75e1c598cbaebdace2d,1950-01-01
187,Have Mercy Baby,SGF2ZSBNZXJjeSBCYWJ5X1RoZSBEb21pbm9lc-yZuCAx66qF,16,The Dominoes,https://i.scdn.co/image/ab67616d0000b273d66465d8b4f0f83dce712964,1951-02-25
188,Traicionera,VHJhaWNpb25lcmFfQWxjaSBBY29zdGE=,25,Alci Acosta,https://i.scdn.co/image/ab67616d0000b273d20cecf495fdec6eee9f1099,1950-01-01
189,They Can't Take That Away from Me,VGhleSBDYW4ndCBUYWtlIFRoYXQgQXdheSBmcm9tIE1lX0FobWFkIEphbWFs,19,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273e755f038c969d4236d75560e,1951-01-01
190,Spring Is Here,U3ByaW5nIElzIEhlcmVfRXJyb2xsIEdhcm5lcg==,21,Erroll Garner,https://i.scdn.co/image/ab67616d0000b273dad2d6e8bb70bb1226dbc857,1950-09-18
191,Sophisticated Lady,U29waGlzdGljYXRlZCBMYWR5X0R1a2UgRWxsaW5ndG9u,19,Duke Ellington,https://i.scdn.co/image/ab67616d0000b2730516b8c74bb96592ac56c343,1951-01-01
192,Mambo Ni Hablar,TWFtYm8gTmkgSGFibGFyX1DDqXJleiBQcmFkbw==,25,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
193,Un Bel Di Vedremo (Madame Butterfly),VW4gQmVsIERpIFZlZHJlbW8gKE1hZGFtZSBCdXR0ZXJmbHkpX1JlbmF0YSBUZWJhbGRp7Jm4IDHrqoU=,27,Renata Tebaldi,https://i.scdn.co/image/ab67616d0000b273915e4ae16ea5fbcfc7e33b0a,1950-03-03
194,La Nina Popof,TGEgTmluYSBQb3BvZl9Qw6lyZXogUHJhZG8=,26,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
195,Bye Bye Blackbird,QnllIEJ5ZSBCbGFja2JpcmRfRGVhbiBNYXJ0aW4=,20,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
196,Ae Dil Mujhe Aisi Jagah Le Chal,QWUgRGlsIE11amhlIEFpc2kgSmFnYWggTGUgQ2hhbF9UYWxhdCBNYWhtb29k,20,Talat Mahmood,https://i.scdn.co/image/ab67616d0000b273d15d3f31897f909079acc27b,1950-12-31
197,Lullaby Of The Leaves,THVsbGFieSBPZiBUaGUgTGVhdmVzX0Jlbm55IEdvb2RtYW4gU2V4dGV0,19,Benny Goodman Sextet,https://i.scdn.co/image/ab67616d0000b273c031be399f9adc78a22d1984,1950-01-01
198,Anna,QW5uYV9Ub255IE1vdHRvbGEgeSBTdSBPcnF1ZXN0YQ==,26,Tony Mottola y Su Orquesta,https://i.scdn.co/image/ab67616d0000b2732eb17c967cf3e36676ad988f,1950-05-26
199,Pena Negra,UGVuYSBOZWdyYV9MYSBTb25vcmEgU2FudGFuZXJh,33,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
200,I've Just Told Mama Goodbye,SSd2ZSBKdXN0IFRvbGQgTWFtYSBHb29kYnllX0hhbmsgV2lsbGlhbXPsmbggMeuqhQ==,16,Hank Williams,https://i.scdn.co/image/ab67616d0000b273cf2da0cdda3bedfaf3a6fa38,1951-11-09
201,Picadillo,UGljYWRpbGxvX1RpdG8gUHVlbnRl,18,Tito Puente,https://i.scdn.co/image/ab67616d0000b273662043b5c7a4de494258d321,1950-06-17
202,Foggy Mountain Breakdown,Rm9nZ3kgTW91bnRhaW4gQnJlYWtkb3duX0ZsYXR0ICYgU2NydWdncw==,14,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273a6d59d687a8a219d47a83de5,1951-01-01
203,Get out Those Old Records,R2V0IG91dCBUaG9zZSBPbGQgUmVjb3Jkc19HdXkgTG9tYmFyZG8=,17,Guy Lombardo,https://i.scdn.co/image/ab67616d0000b2733a266e017cc7ae2c3ac3b4eb,1951-05-06
204,"Guys And Dolls (from ""Guys & Dolls"")",R3V5cyBBbmQgRG9sbHMgKGZyb20gIkd1eXMgJiBEb2xscyIpX1N0dWJieSBLYXll7Jm4IDHrqoU=,15,Stubby Kaye,https://i.scdn.co/image/ab67616d0000b273d0e559c7eff75d4a53453498,1950-01-01
205,Crazy He Calls Me,Q3JhenkgSGUgQ2FsbHMgTWVfQWhtYWQgSmFtYWw=,18,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273176d16659efad0c1d1598aac,1951-01-01
206,Stuff Like That There,U3R1ZmYgTGlrZSBUaGF0IFRoZXJlX0JldHR5IEh1dHRvbuyZuCAx66qF,18,Betty Hutton,https://i.scdn.co/image/ab67616d0000b273410be1056698ccd868d06093,1950-01-01
207,De México a la Habana,RGUgTcOpeGljbyBhIGxhIEhhYmFuYV9MYSBTb25vcmEgU2FudGFuZXJh,23,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2738a61c81e717075df6e7b389d,1950-01-01
208,Ol' Man River,T2wnIE1hbiBSaXZlcl9XaWxsaWFtIFdhcmZpZWxk,15,William Warfield,https://i.scdn.co/image/ab67616d0000b273fc836e44eac5759ef3fc828b,1951-09-24
209,Mambo Mucho Mambo,TWFtYm8gTXVjaG8gTWFtYm9fTWFjaGl0byAmIEhpcyBBZnJvLUN1YmFuIE9yY2hlc3RyYQ==,18,Machito & His Afro-Cuban Orchestra,https://i.scdn.co/image/ab67616d0000b2734ab2a6812a3a267e791fbd0d,1951-01-01
210,Lo Que Más Quisiera,TG8gUXVlIE3DoXMgUXVpc2llcmFfTGEgU29ub3JhIFNhbnRhbmVyYQ==,20,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
211,Baja y Tapa la Olla,QmFqYSB5IFRhcGEgbGEgT2xsYV9Db21wYXkgU2VndW5kbw==,26,Compay Segundo,https://i.scdn.co/image/ab67616d0000b273f8e7fcb857d64ddfe64f7d66,1950-06-17
212,Aki And Ukthay,QWtpIEFuZCBVa3RoYXlfQWhtYWQgSmFtYWw=,18,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273176d16659efad0c1d1598aac,1951-01-01
213,Mending Wall,TWVuZGluZyBXYWxsX1JvYmVydCBGcm9zdA==,18,Robert Frost,https://i.scdn.co/image/ab67616d0000b27322e9dfc2fc6cb6d6ae0afee7,1951-01-01
214,(Love's) Ring Of Fire,KExvdmUncykgUmluZyBPZiBGaXJlX0FuaXRhIENhcnRlcg==,19,Anita Carter,https://i.scdn.co/image/ab67616d0000b273d3e4e36132e6097b69a2e789,1950-04-15
215,Pequeño,UGVxdWXDsW9fTGEgU29ub3JhIFNhbnRhbmVyYQ==,26,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2738a61c81e717075df6e7b389d,1950-01-01
216,Salt,U2FsdF9SQUNIRSHsmbggMeuqhQ==,18,RACHE!,https://i.scdn.co/image/ab67616d0000b2735e73ea3a66a72c5ebcf86d48,1950-01-01
217,"Sit Down, You're Rockin' The Boat (from ""Guys & Dolls"")",U2l0IERvd24sIFlvdSdyZSBSb2NraW4nIFRoZSBCb2F0IChmcm9tICJHdXlzICYgRG9sbHMiKV9TdHViYnkgS2F5ZQ==,15,Stubby Kaye,https://i.scdn.co/image/ab67616d0000b273d0e559c7eff75d4a53453498,1950-01-01
218,Piove,UGlvdmVfSm9obm55IERvcmVsbGk=,19,Johnny Dorelli,https://i.scdn.co/image/ab67616d0000b2738a3f51c60002b917113e7536,1951-07-08
219,For Me and My Gal,Rm9yIE1lIGFuZCBNeSBHYWxfR3V5IExvbWJhcmRv,16,Guy Lombardo,https://i.scdn.co/image/ab67616d0000b2733a266e017cc7ae2c3ac3b4eb,1951-05-06
220,Poor Butterfly,UG9vciBCdXR0ZXJmbHlfRXJyb2xsIEdhcm5lcg==,19,Erroll Garner,https://i.scdn.co/image/ab67616d0000b273dad2d6e8bb70bb1226dbc857,1950-09-18
221,I'll See You In My Dreams (with Paul Weston & His Orchestra & The Norman Luboff Choir),SSdsbCBTZWUgWW91IEluIE15IERyZWFtcyAod2l0aCBQYXVsIFdlc3RvbiAmIEhpcyBPcmNoZXN0cmEgJiBUaGUgTm9ybWFuIEx1Ym9mZiBDaG9pcilfRG9yaXMgRGF57Jm4IDLrqoU=,17,Doris Day,https://i.scdn.co/image/ab67616d0000b273ad983260521500739d457ba2,1951-12-06
222,Ave de Paso,QXZlIGRlIFBhc29fU29uaWEgTG9wZXo=,30,Sonia Lopez,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
223,Norma Guadalajara,Tm9ybWEgR3VhZGFsYWphcmFfUMOpcmV6IFByYWRv,24,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
224,My Bonnie Lassie,TXkgQm9ubmllIExhc3NpZV9UaGUgQW1lcyBCcm90aGVycw==,22,The Ames Brothers,https://i.scdn.co/image/ab67616d0000b2736d030545d0bb6497ed3d7f3e,1950-11-26
225,Well You Needn't - Remastered,V2VsbCBZb3UgTmVlZG4ndCAtIFJlbWFzdGVyZWRfVGhlbG9uaW91cyBNb25r,18,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
226,Somebody's Back in Town,U29tZWJvZHkncyBCYWNrIGluIFRvd25fVGhlIFdpbGJ1cm4gQnJvdGhlcnM=,16,The Wilburn Brothers,https://i.scdn.co/image/ab67616d0000b27371f03c9dadd953a671d204e5,1950-06-24
