,track_name,track_id,track_popularity,artist_name,track_image_link,release_date
227,Evonce - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,RXZvbmNlIC0gUnVkeSBWYW4gR2VsZGVyIDI0LUJpdCBNYXN0ZXJpbmcgLyAyMDAxIERpZ2l0YWwgUmVtYXN0ZXJfVGhlbG9uaW91cyBNb25r,19,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
228,Kalavaramaaye Madhilo,S2FsYXZhcmFtYWF5ZSBNYWRoaWxvX0doYW50YXNhbGHsmbggMeuqhQ==,16,Ghantasala,https://i.scdn.co/image/ab67616d0000b273d343f301ecbf409d032da616,1951-12-01
229,When the Angels Carry Me Home,V2hlbiB0aGUgQW5nZWxzIENhcnJ5IE1lIEhvbWVfRmxhdHQgJiBTY3J1Z2dz,14,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273120a9f67b60d402473f93868,1951-01-01
230,Love's Last Word Is Spoken,TG92ZSdzIExhc3QgV29yZCBJcyBTcG9rZW5fTWFyaW8gZGVsIE1vbmFjbw==,25,Mario del Monaco,https://i.scdn.co/image/ab67616d0000b273e558ec79d1b671f0746e1f11,1951-02-24
231,Perfidia,UGVyZmlkaWFfQWhtYWQgSmFtYWw=,17,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273e755f038c969d4236d75560e,1951-01-01
232,Blue Skies,Qmx1ZSBTa2llc19MZXMgUGF1bCAmIEhpcyBUcmlv,15,Les Paul & His Trio,https://i.scdn.co/image/ab67616d0000b27341b1c6dc6c45d5cc69bdbec2,1951-01-01
233,I'm On My Way to Canaan's Land,SSdtIE9uIE15IFdheSB0byBDYW5hYW4ncyBMYW5kX0ZsYXR0ICYgU2NydWdncw==,14,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273120a9f67b60d402473f93868,1951-01-01
234,Bangle Ke Peechhe,QmFuZ2xlIEtlIFBlZWNoaGVfTGF0YSBNYW5nZXNoa2Fy,20,Lata Mangeshkar,https://i.scdn.co/image/ab67616d0000b27325e7a1b26efc70f524042195,1950-12-01
235,Steel Guitar Rag,U3RlZWwgR3VpdGFyIFJhZ19MZXMgUGF1bCAmIEhpcyBUcmlv,15,Les Paul & His Trio,https://i.scdn.co/image/ab67616d0000b27341b1c6dc6c45d5cc69bdbec2,1951-01-01
236,"Si, Mi Chiamano Mimì - la Boheme Atto I",U2ksIE1pIENoaWFtYW5vIE1pbcOsIC0gbGEgQm9oZW1lIEF0dG8gSV9SZW5hdGEgVGViYWxkaQ==,24,Renata Tebaldi,https://i.scdn.co/image/ab67616d0000b273915e4ae16ea5fbcfc7e33b0a,1950-03-03
237,Blanche,QmxhbmNoZV9BbGV4IE5vcnRo7Jm4IDHrqoU=,13,Alex North,https://i.scdn.co/image/ab67616d0000b2737a85a153bc13b1956e20d599,1951-10-01
238,"Poeme in F-Sharp Major, Op. 32, No. 1: Andante cantabile - Remastered",UG9lbWUgaW4gRi1TaGFycCBNYWpvciwgT3AuIDMyLCBOby4gMTogQW5kYW50ZSBjYW50YWJpbGUgLSBSZW1hc3RlcmVkX0FsZXhhbmRlciBTY3JpYWJpbuyZuCAx66qF,18,Alexander Scriabin,https://i.scdn.co/image/ab67616d0000b27360ba4504f450227b6da44cde,1951-01-01
239,I Wake Up In The Morning Feeling Fine,SSBXYWtlIFVwIEluIFRoZSBNb3JuaW5nIEZlZWxpbmcgRmluZV9CZXR0eSBIdXR0b27smbggMeuqhQ==,16,Betty Hutton,https://i.scdn.co/image/ab67616d0000b273410be1056698ccd868d06093,1950-01-01
240,It Only Hurts for a Little While,SXQgT25seSBIdXJ0cyBmb3IgYSBMaXR0bGUgV2hpbGVfVGhlIEFtZXMgQnJvdGhlcnM=,17,The Ames Brothers,https://i.scdn.co/image/ab67616d0000b2736d030545d0bb6497ed3d7f3e,1950-11-26
241,Gnoissienne No 3,R25vaXNzaWVubmUgTm8gM19GcmFuY2lzIFBvdWxlbmM=,20,Francis Poulenc,https://i.scdn.co/image/ab67616d0000b273212e16864ecf6af65edc0850,1950-01-01
242,Nice Work If You Can Get It - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,TmljZSBXb3JrIElmIFlvdSBDYW4gR2V0IEl0IC0gUnVkeSBWYW4gR2VsZGVyIDI0LUJpdCBNYXN0ZXJpbmcgLyAxOTk4IERpZ2l0YWwgUmVtYXN0ZXJfVGhlbG9uaW91cyBNb25r,17,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
243,Mucha Muchacha,TXVjaGEgTXVjaGFjaGFfRXNxdWl2ZWwh,15,Esquivel!,https://i.scdn.co/image/ab67616d0000b2738c9cd7c07fdce81aceeeedc7,1950-01-01
244,It's Easy To Remember,SXQncyBFYXN5IFRvIFJlbWVtYmVyX0FobWFkIEphbWFs,16,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273176d16659efad0c1d1598aac,1951-01-01
245,You Are My Flower,WW91IEFyZSBNeSBGbG93ZXJfRmxhdHQgJiBTY3J1Z2dz,12,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273a6d59d687a8a219d47a83de5,1951-01-01
246,La Cárcel de Sing Sing,TGEgQ8OhcmNlbCBkZSBTaW5nIFNpbmdfQWxjaSBBY29zdGE=,23,Alci Acosta,https://i.scdn.co/image/ab67616d0000b273d20cecf495fdec6eee9f1099,1950-01-01
247,I Could Write a Book,SSBDb3VsZCBXcml0ZSBhIEJvb2tfS2VubnkgRHJldw==,20,Kenny Drew,https://i.scdn.co/image/ab67616d0000b2736da3f1d7279a031b69d76327,1950-05-12
248,Something To Remember You By,U29tZXRoaW5nIFRvIFJlbWVtYmVyIFlvdSBCeV9BaG1hZCBKYW1hbA==,16,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273e755f038c969d4236d75560e,1951-01-01
249,Earl's Breakdown (with The Foggy Mountain Boys) - 78rpm Version,RWFybCdzIEJyZWFrZG93biAod2l0aCBUaGUgRm9nZ3kgTW91bnRhaW4gQm95cykgLSA3OHJwbSBWZXJzaW9uX0xlc3RlciBGbGF0dOyZuCAy66qF,12,Lester Flatt,https://i.scdn.co/image/ab67616d0000b273a6d59d687a8a219d47a83de5,1951-01-01
250,Mirando al Mar,TWlyYW5kbyBhbCBNYXJfSm9yZ2UgU2Vww7psdmVkYQ==,27,Jorge Sepúlveda,https://i.scdn.co/image/ab67616d0000b273cdc39f6fc60e27d7fad5dd60,1950-02-04
251,Meri Yaad Mein Tum Na Ansoo Bahana,TWVyaSBZYWFkIE1laW4gVHVtIE5hIEFuc29vIEJhaGFuYV9UYWxhdCBNYWhtb29k,18,Talat Mahmood,https://i.scdn.co/image/ab67616d0000b27353832bd7da797d3dd90e47a6,1951-12-31
252,"Luck Be A Lady Tonight (from ""Guys & Dolls"")",THVjayBCZSBBIExhZHkgVG9uaWdodCAoZnJvbSAiR3V5cyAmIERvbGxzIilfUm9iZXJ0IEFsZGE=,15,Robert Alda,https://i.scdn.co/image/ab67616d0000b273d0e559c7eff75d4a53453498,1950-01-01
253,Pennies From Heaven,UGVubmllcyBGcm9tIEhlYXZlbl9EZWFuIE1hcnRpbg==,15,Dean Martin,https://i.scdn.co/image/ab67616d0000b2731888bb79ceb16b4db9210b8f,1951-01-01
254,Four Deuces,Rm91ciBEZXVjZXNfQWxleCBOb3J0aOyZuCAx66qF,12,Alex North,https://i.scdn.co/image/ab67616d0000b2737a85a153bc13b1956e20d599,1951-10-01
255,That Lucky Old Sun (Just Rolls Around Heaven All Day),VGhhdCBMdWNreSBPbGQgU3VuIChKdXN0IFJvbGxzIEFyb3VuZCBIZWF2ZW4gQWxsIERheSlfRGVhbiBNYXJ0aW4=,16,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
256,I'm Forever Blowing Bubbles,SSdtIEZvcmV2ZXIgQmxvd2luZyBCdWJibGVzX0xlcyBQYXVs,15,Les Paul,https://i.scdn.co/image/ab67616d0000b2733903aabcdfaddd820394504f,1951-01-01
257,I'm Gonna Paper All My Walls With Your Love Letters,SSdtIEdvbm5hIFBhcGVyIEFsbCBNeSBXYWxscyBXaXRoIFlvdXIgTG92ZSBMZXR0ZXJzX0RlYW4gTWFydGlu,16,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
258,"Wham! Bam! Thank You, Ma'am!",V2hhbSEgQmFtISBUaGFuayBZb3UsIE1hJ2FtIV9EZWFuIE1hcnRpbg==,15,Dean Martin,https://i.scdn.co/image/ab67616d0000b2731888bb79ceb16b4db9210b8f,1951-01-01
259,Sorrento,U29ycmVudG9fVG9ueSBNb3R0b2xhIHkgU3UgT3JxdWVzdGE=,21,Tony Mottola y Su Orquesta,https://i.scdn.co/image/ab67616d0000b2732eb17c967cf3e36676ad988f,1950-05-26
260,Saiyan Dil Mein Aana Re,U2FpeWFuIERpbCBNZWluIEFhbmEgUmVfU2hhbXNoYWQgQmVndW3smbggMeuqhQ==,18,Shamshad Begum,https://i.scdn.co/image/ab67616d0000b27334fa5ca0688ef43ffb3f1b3e,1951-01-01
261,Remembering Your Lips,UmVtZW1iZXJpbmcgWW91ciBMaXBzX0RyLiBTYW11ZWwgSi4gSG9mZm1hbuyZuCAx66qF,15,Dr. Samuel J. Hoffman,https://i.scdn.co/image/ab67616d0000b273c5b3cedd075fa933d5262378,1950-01-01
262,The Moon Of Manakoora,VGhlIE1vb24gT2YgTWFuYWtvb3JhX0xlcyBQYXVs7Jm4IDHrqoU=,16,Les Paul,https://i.scdn.co/image/ab67616d0000b2733903aabcdfaddd820394504f,1951-01-01
263,Baby Obey Me,QmFieSBPYmV5IE1lX0RlYW4gTWFydGlu,16,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
264,If,SWZfRGVhbiBNYXJ0aW4=,16,Dean Martin,https://i.scdn.co/image/ab67616d0000b2731888bb79ceb16b4db9210b8f,1951-01-01
265,Five Foot Two Eyes of Blue,Rml2ZSBGb290IFR3byBFeWVzIG9mIEJsdWVfR3V5IExvbWJhcmRv,14,Guy Lombardo,https://i.scdn.co/image/ab67616d0000b2733a266e017cc7ae2c3ac3b4eb,1951-05-06
266,Can't Help Lovin' Dat Man,Q2FuJ3QgSGVscCBMb3ZpbicgRGF0IE1hbl9BdmEgR2FyZG5lcg==,14,Ava Gardner,https://i.scdn.co/image/ab67616d0000b273fc836e44eac5759ef3fc828b,1951-09-24
267,Go Go Go Go,R28gR28gR28gR29fRGVhbiBNYXJ0aW4=,14,Dean Martin,https://i.scdn.co/image/ab67616d0000b2731888bb79ceb16b4db9210b8f,1951-01-01
268,Off Minor - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,T2ZmIE1pbm9yIC0gUnVkeSBWYW4gR2VsZGVyIDI0LUJpdCBNYXN0ZXJpbmcgLyAxOTk4IERpZ2l0YWwgUmVtYXN0ZXJfVGhlbG9uaW91cyBNb25r,17,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
269,Tum Na Jane Kis Jahan Men Kho Gaye,VHVtIE5hIEphbmUgS2lzIEphaGFuIE1lbiBLaG8gR2F5ZV9MYXRhIE1hbmdlc2hrYXI=,18,Lata Mangeshkar,https://i.scdn.co/image/ab67616d0000b27340918069acfe4a4d0607f060,1951-12-01
270,La Copa Rota,TGEgQ29wYSBSb3RhX0FsY2kgQWNvc3Rh,21,Alci Acosta,https://i.scdn.co/image/ab67616d0000b273d20cecf495fdec6eee9f1099,1950-01-01
271,Well You Needn't - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,V2VsbCBZb3UgTmVlZG4ndCAtIEFsdGVybmF0ZSBUYWtlL1J1ZHkgVmFuIEdlbGRlciAyNC1CaXQgTWFzdGVyaW5nLzIwMDEgRGlnaXRhbCBSZW1hc3Rlcl9UaGVsb25pb3VzIE1vbms=,16,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
272,Black Beauty,QmxhY2sgQmVhdXR5X0FobWFkIEphbWFs,15,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273e755f038c969d4236d75560e,1951-01-01
273,Blues for Nica,Qmx1ZXMgZm9yIE5pY2FfS2VubnkgRHJldw==,17,Kenny Drew,https://i.scdn.co/image/ab67616d0000b2736da3f1d7279a031b69d76327,1950-05-12
274,Tadbeer Se Bigdi Huyi Taqdeer,VGFkYmVlciBTZSBCaWdkaSBIdXlpIFRhcWRlZXJfR2VldGEgRHV0dA==,16,Geeta Dutt,https://i.scdn.co/image/ab67616d0000b2739d942eaac9538c8837b45f2b,1950-12-01
275,La Paloma,TGEgUGFsb21hX1DDqXJleiBQcmFkbw==,23,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
276,'Tis Sweet to Be Remembered,J1RpcyBTd2VldCB0byBCZSBSZW1lbWJlcmVkX0ZsYXR0ICYgU2NydWdncw==,11,Flatt & Scruggs,https://i.scdn.co/image/ab67616d0000b273a6d59d687a8a219d47a83de5,1951-01-01
277,La Cucaracha,TGEgQ3VjYXJhY2hhX1DDqXJleiBQcmFkbw==,17,Pérez Prado,https://i.scdn.co/image/ab67616d0000b2739f58890e82b4032dffe07e4b,1950-11-26
278,Saludo Compay,U2FsdWRvIENvbXBheV9Db21wYXkgU2VndW5kbw==,26,Compay Segundo,https://i.scdn.co/image/ab67616d0000b273f8e7fcb857d64ddfe64f7d66,1950-06-17
279,Gymnopedie No 1,R3ltbm9wZWRpZSBObyAxX0ZyYW5jaXMgUG91bGVuYw==,18,Francis Poulenc,https://i.scdn.co/image/ab67616d0000b273212e16864ecf6af65edc0850,1950-01-01
280,"A Bushel And A Peck (from ""Guys & Dolls"")",QSBCdXNoZWwgQW5kIEEgUGVjayAoZnJvbSAiR3V5cyAmIERvbGxzIilfVml2aWFuIEJsYWluZeyZuCAx66qF,13,Vivian Blaine,https://i.scdn.co/image/ab67616d0000b273d0e559c7eff75d4a53453498,1950-01-01
281,A Very Precious Love,QSBWZXJ5IFByZWNpb3VzIExvdmVfVGhlIEFtZXMgQnJvdGhlcnM=,17,The Ames Brothers,https://i.scdn.co/image/ab67616d0000b2736d030545d0bb6497ed3d7f3e,1950-11-26
282,"Main Title (From ""Rio Grande"")",TWFpbiBUaXRsZSAoRnJvbSAiUmlvIEdyYW5kZSIpX1ZpY3RvciBZb3VuZw==,15,Victor Young,https://i.scdn.co/image/ab67616d0000b273547e75da166c9c24af168a5c,1950-01-01
283,Pedal Pushin' Papa,UGVkYWwgUHVzaGluJyBQYXBhX1RoZSBEb21pbm9lc-yZuCAx66qF,15,The Dominoes,https://i.scdn.co/image/ab67616d0000b273d66465d8b4f0f83dce712964,1951-02-25
284,Bade Armanon Se,QmFkZSBBcm1hbm9uIFNlX0xhdGEgTWFuZ2VzaGthcuyZuCAx66qF,16,Lata Mangeshkar,https://i.scdn.co/image/ab67616d0000b273fcda735d9afbbe5de921296f,1951-12-31
285,Maybe,TWF5YmVfRWxsYSBGaXR6Z2VyYWxk,17,Ella Fitzgerald,https://i.scdn.co/image/ab67616d0000b273f3207aaf4dc5cad05fd14583,1950-09-11
286,Corazón de Acero,Q29yYXrDs24gZGUgQWNlcm9fTGEgU29ub3JhIFNhbnRhbmVyYQ==,27,La Sonora Santanera,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
287,Autumn Leaves,QXV0dW1uIExlYXZlc19BaG1hZCBKYW1hbA==,16,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273e755f038c969d4236d75560e,1951-01-01
288,Por Amor,UG9yIEFtb3JfU29uaWEgTG9wZXo=,26,Sonia Lopez,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
289,I Didn't Know What Time It Was,SSBEaWRuJ3QgS25vdyBXaGF0IFRpbWUgSXQgV2FzX0dlb3JnZSBTaGVhcmluZw==,16,George Shearing,https://i.scdn.co/image/ab67616d0000b273d8b42dbb82ce213f4bff0738,1950-01-01
290,Solitude,U29saXR1ZGVfRHVrZSBFbGxpbmd0b24=,15,Duke Ellington,https://i.scdn.co/image/ab67616d0000b2730516b8c74bb96592ac56c343,1951-01-01
291,Peg O' My Heart,UGVnIE8nIE15IEhlYXJ0X0plcnJ5IE11cmFkJ3MgSGFybW9uaWNhdHM=,14,Jerry Murad's Harmonicats,https://i.scdn.co/image/ab67616d0000b2739b8a4e8d56f704aa36cad22b,1950-01-01
292,C'est Si Bon,Qydlc3QgU2kgQm9uX1RvbnkgTW90dG9sYSB5IFN1IE9ycXVlc3Rh,23,Tony Mottola y Su Orquesta,https://i.scdn.co/image/ab67616d0000b2732eb17c967cf3e36676ad988f,1950-05-26
293,Rain,UmFpbl9EZWFuIE1hcnRpbg==,14,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
294,My Defenses Are Down,TXkgRGVmZW5zZXMgQXJlIERvd25fSG93YXJkIEtlZWw=,15,Howard Keel,https://i.scdn.co/image/ab67616d0000b2738125d6f25ffd8f3b7883a363,1950-05-17
295,The Tattooed Bride,VGhlIFRhdHRvb2VkIEJyaWRlX0R1a2UgRWxsaW5ndG9u,13,Duke Ellington,https://i.scdn.co/image/ab67616d0000b2730516b8c74bb96592ac56c343,1951-01-01
296,Amor Perdido,QW1vciBQZXJkaWRvX1NvbmlhIExvcGV6,28,Sonia Lopez,https://i.scdn.co/image/ab67616d0000b2732c779dfbc19f362ffc0c171b,1950-01-01
297,Amazing Grace,QW1hemluZyBHcmFjZV9PbGQgSGFycCBTaW5nZXJzIG9mIEVhc3Rlcm4gVGVubmVzc2Vl,11,Old Harp Singers of Eastern Tennessee,https://i.scdn.co/image/ab67616d0000b2738f22e9bce6611c0bec37266a,1951-01-01
298,Yesterdays,WWVzdGVyZGF5c19NaWxlcyBEYXZpc-yZuCAx66qF,13,Miles Davis,https://i.scdn.co/image/ab67616d0000b27313c6b52009fe5ecd59a0bb93,1951-10-05
299,Evonce - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,RXZvbmNlIC0gQWx0ZXJuYXRlIFRha2UvUnVkeSBWYW4gR2VsZGVyIDI0LUJpdCBNYXN0ZXJpbmcvMjAwMSBEaWdpdGFsIFJlbWFzdGVyX1RoZWxvbmlvdXMgTW9uaw==,16,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
300,Heartaches By the Numbers,SGVhcnRhY2hlcyBCeSB0aGUgTnVtYmVyc19HdXkgTWl0Y2hlbGw=,14,Guy Mitchell,https://i.scdn.co/image/ab67616d0000b2737856e7101db3b6c384485cc4,1950-04-07
301,Evonce - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,RXZvbmNlIC0gQWx0ZXJuYXRlIFRha2UvUnVkeSBWYW4gR2VsZGVyIDI0LUJpdCBNYXN0ZXJpbmcvMjAwMSBEaWdpdGFsIFJlbWFzdGVyX1RoZWxvbmlvdXMgTW9uaw==,16,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
302,Moonlight Bay (with Paul Weston & His Orchestra & The Norman Luboff Choir),TW9vbmxpZ2h0IEJheSAod2l0aCBQYXVsIFdlc3RvbiAmIEhpcyBPcmNoZXN0cmEgJiBUaGUgTm9ybWFuIEx1Ym9mZiBDaG9pcilfRG9yaXMgRGF57Jm4IDLrqoU=,13,Doris Day,https://i.scdn.co/image/ab67616d0000b27327b73cf5c50566db5862c523,1951-07-01
303,Sugar,U3VnYXJfTGVlIFdpbGV5,17,Lee Wiley,https://i.scdn.co/image/ab67616d0000b273ac074445e025554ced49bb5a,1951-04-21
304,The Fish,VGhlIEZpc2hfRWxpemFiZXRoIEJpc2hvcA==,19,Elizabeth Bishop,https://i.scdn.co/image/ab67616d0000b273f9924d6945b04af5d39480bd,1950-01-01
305,"Saginaw, Michigan",U2FnaW5hdywgTWljaGlnYW5fTGVmdHkgRnJpenplbGw=,11,Lefty Frizzell,https://i.scdn.co/image/ab67616d0000b27328b206e252a4c4421721bee8,1950-01-01
306,I Still Get A Thrill,SSBTdGlsbCBHZXQgQSBUaHJpbGxfRGVhbiBNYXJ0aW4=,15,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
307,After Apple Picking,QWZ0ZXIgQXBwbGUgUGlja2luZ19Sb2JlcnQgRnJvc3Q=,14,Robert Frost,https://i.scdn.co/image/ab67616d0000b27322e9dfc2fc6cb6d6ae0afee7,1951-01-01
308,Singing the Blues,U2luZ2luZyB0aGUgQmx1ZXNfR3V5IE1pdGNoZWxs,22,Guy Mitchell,https://i.scdn.co/image/ab67616d0000b2737856e7101db3b6c384485cc4,1950-04-07
309,Who's Sorry Now?,V2hvJ3MgU29ycnkgTm93P19EZWFuIE1hcnRpbg==,15,Dean Martin,https://i.scdn.co/image/ab67616d0000b2731888bb79ceb16b4db9210b8f,1951-01-01
310,Carry Me Back to Old Virginny,Q2FycnkgTWUgQmFjayB0byBPbGQgVmlyZ2lubnlfVGhlIENob3JkZXR0ZXM=,13,The Chordettes,https://i.scdn.co/image/ab67616d0000b2733d86518712dca6c0ab3c5b2b,1950-05-15
311,"Etude in C-Sharp Minor, Op. 2, No. 1: Andante - Remastered",RXR1ZGUgaW4gQy1TaGFycCBNaW5vciwgT3AuIDIsIE5vLiAxOiBBbmRhbnRlIC0gUmVtYXN0ZXJlZF9BbGV4YW5kZXIgU2NyaWFiaW7smbggMeuqhQ==,17,Alexander Scriabin,https://i.scdn.co/image/ab67616d0000b27360ba4504f450227b6da44cde,1951-01-01
312,Night and Day,TmlnaHQgYW5kIERheV9Kb3PDqXBoaW5lIEJha2Vy,19,Joséphine Baker,https://i.scdn.co/image/ab67616d0000b273c20a63cb08d8a87791f0b978,1951-05-26
313,Moonlight In Vermont,TW9vbmxpZ2h0IEluIFZlcm1vbnRfTmF0IEtpbmcgQ29sZSBUcmlv,14,Nat King Cole Trio,https://i.scdn.co/image/ab67616d0000b273d94ffaffc36c544a043ee287,1950-04-01
314,Smada,U21hZGFfRHVrZSBFbGxpbmd0b24=,14,Duke Ellington,https://i.scdn.co/image/ab67616d0000b2730516b8c74bb96592ac56c343,1951-01-01
315,"The Oldest Established (from ""Guys & Dolls"")",VGhlIE9sZGVzdCBFc3RhYmxpc2hlZCAoZnJvbSAiR3V5cyAmIERvbGxzIilfU2FtZSBMZXZlbmXsmbggMuuqhQ==,11,Same Levene,https://i.scdn.co/image/ab67616d0000b273d0e559c7eff75d4a53453498,1950-01-01
316,On The Sunny Side Of The Street,T24gVGhlIFN1bm55IFNpZGUgT2YgVGhlIFN0cmVldF9UZWRkeSBXaWxzb24=,18,Teddy Wilson,https://i.scdn.co/image/ab67616d0000b2732f3a6b944f6669c4a2466574,1950-01-01
317,"Adelaide's Lament (from ""Guys & Dolls"")",QWRlbGFpZGUncyBMYW1lbnQgKGZyb20gIkd1eXMgJiBEb2xscyIpX1ZpdmlhbiBCbGFpbmU=,12,Vivian Blaine,https://i.scdn.co/image/ab67616d0000b273d0e559c7eff75d4a53453498,1950-01-01
318,Cuando los Años Pasen,Q3VhbmRvIGxvcyBBw7FvcyBQYXNlbl9Kb3PDqSBBbGZyZWRvIEppbWVuZXo=,20,José Alfredo Jimenez,https://i.scdn.co/image/ab67616d0000b273b63cad6a2ed5c4798de9575b,1950-01-01
319,I've Got A Crush On You - Outtake,SSd2ZSBHb3QgQSBDcnVzaCBPbiBZb3UgLSBPdXR0YWtlX0dlbmUgS2VsbHk=,14,Gene Kelly,https://i.scdn.co/image/ab67616d0000b2735ccdc37cec15786be6fc75c8,1951-11-11
320,Long Haired Preacher (Preacher and the Slave),TG9uZyBIYWlyZWQgUHJlYWNoZXIgKFByZWFjaGVyIGFuZCB0aGUgU2xhdmUpX0hhcnJ5IE1jQ2xpbnRvY2s=,12,Harry McClintock,https://i.scdn.co/image/ab67616d0000b273ed6ad0f2b0d47b6b5fe7cd7e,1950-01-01
321,Busy Port,QnVzeSBQb3J0X0xlcyBCYXh0ZXI=,12,Les Baxter,https://i.scdn.co/image/ab67616d0000b27322e801ad6c2fd9e839680bcd,1951-01-01
322,Suburban Eyes - Alternate Take/Rudy Van Gelder 24-Bit Mastering/2001 Digital Remaster,U3VidXJiYW4gRXllcyAtIEFsdGVybmF0ZSBUYWtlL1J1ZHkgVmFuIEdlbGRlciAyNC1CaXQgTWFzdGVyaW5nLzIwMDEgRGlnaXRhbCBSZW1hc3Rlcl9UaGVsb25pb3VzIE1vbms=,15,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
323,Tarra Ta-Larra Ta-Lar,VGFycmEgVGEtTGFycmEgVGEtTGFyX0RlYW4gTWFydGlu,14,Dean Martin,https://i.scdn.co/image/ab67616d0000b273950cac8aaeeabc0b441c5e91,1950-01-01
324,Squeeze Me,U3F1ZWV6ZSBNZV9BaG1hZCBKYW1hbA==,14,Ahmad Jamal,https://i.scdn.co/image/ab67616d0000b273e755f038c969d4236d75560e,1951-01-01
325,Anything You Can Do,QW55dGhpbmcgWW91IENhbiBEb19CZXR0eSBIdXR0b27smbggMeuqhQ==,13,Betty Hutton,https://i.scdn.co/image/ab67616d0000b2738125d6f25ffd8f3b7883a363,1950-05-17
326,If You've Got the Money I've Got the Time,SWYgWW91J3ZlIEdvdCB0aGUgTW9uZXkgSSd2ZSBHb3QgdGhlIFRpbWVfTGVmdHkgRnJpenplbGw=,10,Lefty Frizzell,https://i.scdn.co/image/ab67616d0000b27328b206e252a4c4421721bee8,1950-01-01
327,The Wildwood Flower,VGhlIFdpbGR3b29kIEZsb3dlcl9Bbml0YSBDYXJ0ZXI=,15,Anita Carter,https://i.scdn.co/image/ab67616d0000b273d3e4e36132e6097b69a2e789,1950-04-15
328,Who Knows? - Rudy Van Gelder 24-Bit Mastering / 2001 Digital Remaster,V2hvIEtub3dzPyAtIFJ1ZHkgVmFuIEdlbGRlciAyNC1CaXQgTWFzdGVyaW5nIC8gMjAwMSBEaWdpdGFsIFJlbWFzdGVyX1RoZWxvbmlvdXMgTW9uaw==,15,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
329,Xtabay,WHRhYmF5X1ltYSBTdW1hYw==,15,Yma Sumac,https://i.scdn.co/image/ab67616d0000b273877856148e333f819dbdcffe,1950-01-01
330,Introspection - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,SW50cm9zcGVjdGlvbiAtIFJ1ZHkgVmFuIEdlbGRlciAyNC1CaXQgTWFzdGVyaW5nIC8gMTk5OCBEaWdpdGFsIFJlbWFzdGVyX1RoZWxvbmlvdXMgTW9uaw==,15,Thelonious Monk,https://i.scdn.co/image/ab67616d0000b273c4c99d6b212f741ba28c5a61,1951-01-01
331,Spooky Drums No. 1,U3Bvb2t5IERydW1zIE5vLiAxX0JhYnkgRG9kZHM=,14,Baby Dodds,https://i.scdn.co/image/ab67616d0000b273f8faebd74bd6dabd83a5d3a7,1951-01-01
332,Qismat Ki Hawa Kabhi Naram,UWlzbWF0IEtpIEhhd2EgS2FiaGkgTmFyYW1fQy4gUmFtY2hhbmRyYQ==,18,C. Ramchandra,https://i.scdn.co/image/ab67616d0000b2738dac2eccc1a1744e020d223b,1951-12-01
